area,perimeter,circularity,aspect_ratio,solidity,extent,mean_h,std_h,mean_s,std_s,mean_v,std_v,dark_pct,glcm_contrast_0,glcm_homogeneity_0,glcm_energy_0,glcm_contrast_45,glcm_homogeneity_45,glcm_energy_45,glcm_contrast_90,glcm_homogeneity_90,glcm_energy_90,glcm_contrast_135,glcm_homogeneity_135,glcm_energy_135,lbp_mean,lbp_std,lbp_entropy,lbp_energy,lbp_hist_0,lbp_hist_1,lbp_hist_2,lbp_hist_3,lbp_hist_4,lbp_hist_5,filename,label
4561.5,255.722869515419,0.8765534532895618,0.9615384615384616,0.9870172022070757,0.7797435897435897,15.98951647411211,2.1671925717314093,108.6298673513051,28.350153596153472,119.0397946084724,30.65663008843058,0.9287109375,63.77306985294366,0.9397892849291039,0.9272073821235586,88.77631680123237,0.936299138913662,0.926352679651479,60.23287377451249,0.9394400830301637,0.9272532845337317,88.96255286428571,0.9362452506094018,0.9264295504552457,4.619597774925118,2.5313458429455133,3.1907554921010473,0.11912108040747998,0.05391527599486521,0.07680787334189132,0.0646127513906718,0.13414634146341464,0.18549422336328628,0.15832263585793752,A_001.jpg,A
5313.0,276.4507918357849,0.8736027721570744,1.0,0.9860801781737194,0.7712294962984468,19.023555391976444,1.5559131814106515,94.38921604711078,23.50052978698023,169.18917924181082,19.10978646807044,0.917083740234375,60.07058823529457,0.9381839394124319,0.915492416819458,90.25236447520344,0.9334547395566369,0.9146065056487149,62.40251225490249,0.9391266973954441,0.9154925608721036,84.85391772395403,0.9328594866109269,0.9145447975153578,4.757453073242547,2.538344988337576,3.204280558145572,0.11700312743452429,0.05244755244755245,0.07029812292970188,0.06128082443871918,0.12403386087596614,0.17408906882591094,0.1647037173352963,A_002.jpg,A
5311.5,274.6934322118759,0.8845665211802153,1.024390243902439,0.9857103089913705,0.7711236933797909,19.654023200147304,1.4881171499623034,90.8935739274535,19.208402104846773,175.3940342478365,16.143510140816957,0.9171295166015625,65.09558823529454,0.9426153611937734,0.9155572095783222,89.45590157631807,0.9355023656986131,0.9146856327066094,65.8838235294124,0.9418985842699596,0.915526120868181,95.35578623606423,0.9358759843503339,0.9146086075625113,4.779414472472841,2.368381708342208,3.092295290611656,0.13466128234494443,0.03977168109003867,0.05707972749033327,0.04529552568587737,0.1294420916958203,0.22537285951021913,0.18081384643712023,A_003.jpg,A
6258.0,301.4213534593582,0.8655604253010993,0.9782608695652174,0.9840396257567419,0.7557971014492754,18.08467678822977,1.9922839832611574,98.21443105337299,26.04321218958006,138.27375176083893,27.106747145889006,0.90252685546875,83.87616421568727,0.9187392747235061,0.9007231753866171,117.00810457516671,0.9140672982734749,0.8997797697921548,80.97996323529561,0.9193065646413662,0.9007538936181345,118.98731257209153,0.9144265355888946,0.8996874985952292,4.66395367037095,2.5615451018588082,3.1921388456082647,0.11939813991516418,0.05932070746595711,0.0709031147284395,0.060416340585381124,0.12928470809203318,0.19690092346220064,0.14571920488339332,A_004.jpg,A
6753.5,316.14927554130554,0.8490912907827194,1.10989010989011,0.9839015151515151,0.7347949080622348,19.539477503628447,1.7798159637666273,89.29303338171263,24.182750529341007,163.5657474600871,31.29112032796036,0.894866943359375,67.56295955882486,0.9221911453748044,0.8930696465245547,101.19677047289792,0.9159535091165042,0.8919411526296661,75.6080882352957,0.9229296889019045,0.8929164538416773,102.34026912726117,0.9161067483981543,0.8919563919995943,4.7693759071117565,2.503713883399522,3.171297319977539,0.12201461490012029,0.04978229317851959,0.0656023222060958,0.05166908563134978,0.13410740203193033,0.19245283018867926,0.16357039187227868,A_005.jpg,A
4309.0,245.62236392498016,0.8975332460773449,1.027027027027027,0.9880761293281357,0.7661806543385491,16.70215175537939,2.9891206871029095,95.27995469988674,27.286865723174408,133.30056625141563,41.90043245325708,0.9326324462890625,51.09950980392314,0.9461952994298642,0.9312364059166739,67.45851595540468,0.9417907385927167,0.930520454904004,55.13253676470762,0.9463389324363942,0.9312058166607946,79.91535563245178,0.9422592658554555,0.9304282148064382,4.663193657984145,2.495212583486379,3.1739730800183223,0.12183129427245992,0.05028312570781427,0.07021517553793885,0.06591166477916195,0.12706681766704417,0.1954699886749717,0.16330690826727068,A_006.jpg,A
3743.0,229.96551072597504,0.8894146460053833,1.0142857142857142,0.9869479235332894,0.7531187122736418,17.37402394586153,1.7652088864361035,93.80218636127017,24.828069189654038,170.42087454450808,19.12349551340186,0.941375732421875,55.21302083333437,0.953876130960518,0.9400758717100792,73.49038062283951,0.9508298768928968,0.9393483652362554,49.280269607843884,0.9535840667081134,0.9400606146527614,68.13567089581134,0.9504860730701676,0.9394406160997195,4.697553357626236,2.558964044519906,3.1788859524579935,0.12088004550380316,0.058563248308172826,0.06975533576262363,0.055439875065070275,0.1317022384174909,0.1866215512753774,0.16397709526288393,A_007.jpg,A
4279.5,248.55129623413086,0.870504118033162,0.948051948051948,0.9849252013808976,0.7613413983276996,16.622151321786692,1.9507102516164976,114.87693710118505,29.97243319457321,155.23883318140383,31.403270267702304,0.93304443359375,58.48256740196215,0.9456995670930598,0.9316045666510906,76.1137408688992,0.941996256112257,0.930843784231889,48.889583333335075,0.9453723446491672,0.9316658058775784,76.41113417916507,0.9421213016533622,0.930859185197392,4.671604375569736,2.5384814969206984,3.1940994802615625,0.11864015060548824,0.05628988149498633,0.06836827711941659,0.06289881494986327,0.13673655423883319,0.18208751139471285,0.15838650865998177,A_008.jpg,A
6810.5,312.4924211502075,0.8764151644729076,1.1235955056179776,0.9880313361381111,0.7652247191011236,16.231212208465305,1.9680968718624967,116.34566657068817,30.35175547719804,156.0824935214512,31.237246706523827,0.894012451171875,60.30879289215759,0.9186716870620617,0.8922386629381015,99.6206074586726,0.9133647758883412,0.8910461577899054,73.43670343137349,0.9192433872171616,0.8920702348442897,89.25019607843467,0.9123449258151326,0.8911537981613915,4.691909012381227,2.432168913014924,3.1384437607427946,0.12754315736989283,0.04621364814281601,0.06046645551396487,0.06133026202130723,0.132882234379499,0.20616181975237546,0.1767923985027354,A_009.jpg,A
4527.5,256.20815086364746,0.86672722585233,1.1232876712328768,0.9842391304347826,0.7563481456732376,18.03772364733779,1.8375733059134565,108.85578788532011,28.203126884225085,154.86096141409786,32.56417319974235,0.9292144775390625,50.323651960785874,0.9425236397831758,0.9278206656370761,77.25028835063671,0.9398908715638876,0.9269221808664305,58.25906862745205,0.9435443059255083,0.9276829051024078,76.33282583621933,0.9389436549613467,0.9269682483756237,4.734856650140117,2.662031895611171,3.236884741221297,0.1122266252441123,0.06294460012933822,0.07868075016167278,0.06359129122655745,0.12330243586979953,0.16641517568441475,0.14097865919379177,A_010.jpg,A
